city,county,state
Grapeville,Westmoreland County,Pennsylvania
Grassflat,Clearfield County,Pennsylvania
Gratz,Dauphin County,Pennsylvania
Gray,Somerset County,Pennsylvania
Graysville,Greene County,Pennsylvania
Great Bend,Susquehanna County,Pennsylvania
Greeley,Pike County,Pennsylvania
Greencastle,Franklin County,Pennsylvania
Green Lane,Bucks County,Pennsylvania
Green Lane,Montgomery County,Pennsylvania
Greenock,Allegheny County,Pennsylvania
Greensboro,Greene County,Pennsylvania
Greensburg,Westmoreland County,Pennsylvania
Greentown,Pike County,Pennsylvania
Greenville,Mercer County,Pennsylvania
Grindstone,Fayette County,Pennsylvania
Grove City,Mercer County,Pennsylvania
Grover,Bradford County,Pennsylvania
Guilford,Franklin County,Pennsylvania
Guys Mills,Crawford County,Pennsylvania
Gwynedd,Montgomery County,Pennsylvania
Gwynedd Valley,Montgomery County,Pennsylvania
Hadley,Mercer County,Pennsylvania
Halifax,Dauphin County,Pennsylvania
Hallam,York County,Pennsylvania
Hallstead,Susquehanna County,Pennsylvania
Hamburg,Berks County,Pennsylvania
Hamilton,Jefferson County,Pennsylvania
Hamlin,Wayne County,Pennsylvania
Hampton,Allegheny County,Pennsylvania
Hampton Township,Allegheny County,Pennsylvania
Hannastown,Westmoreland County,Pennsylvania
Hanover,York County,Pennsylvania
Hanover,Luzerne County,Pennsylvania
Hanover,Adams County,Pennsylvania
Harborcreek,Erie County,Pennsylvania
Harford,Susquehanna County,Pennsylvania
Harleigh,Luzerne County,Pennsylvania
Harleysville,Montgomery County,Pennsylvania
Harmonsburg,Crawford County,Pennsylvania
Harmony,Butler County,Pennsylvania
Harmony,Lawrence County,Pennsylvania
Harrisburg,Dauphin County,Pennsylvania
Harrison City,Westmoreland County,Pennsylvania
Harrison Valley,Potter County,Pennsylvania
Harrisonville,Fulton County,Pennsylvania
Harrisville,Butler County,Pennsylvania
Hartleton,Union County,Pennsylvania
Hartstown,Crawford County,Pennsylvania
Harveys Lake,Luzerne County,Pennsylvania
Harwick,Allegheny County,Pennsylvania
Hastings,Cambria County,Pennsylvania
Hatboro,Montgomery County,Pennsylvania
Hatboro,Bucks County,Pennsylvania
Hatfield,Montgomery County,Pennsylvania
Haverford,Montgomery County,Pennsylvania
Haverford,Delaware County,Pennsylvania
Havertown,Delaware County,Pennsylvania
Hawk Run,Clearfield County,Pennsylvania
Hawley,Pike County,Pennsylvania
Hawley,Wayne County,Pennsylvania
Hawthorn,Clarion County,Pennsylvania
Hazel Hurst,Mckean County,Pennsylvania
Hazle,Luzerne County,Pennsylvania
Hazleton,Luzerne County,Pennsylvania
Hegins,Schuylkill County,Pennsylvania
Heidelberg,Allegheny County,Pennsylvania
Heilwood,Indiana County,Pennsylvania
Hellertown,Northampton County,Pennsylvania
Henryville,Monroe County,Pennsylvania
Hereford,Berks County,Pennsylvania
Herman,Butler County,Pennsylvania
Herminie,Westmoreland County,Pennsylvania
Hermitage,Mercer County,Pennsylvania
Herndon,Northumberland County,Pennsylvania
Herrick Center,Susquehanna County,Pennsylvania
Hershey,Dauphin County,Pennsylvania
Hesston,Huntingdon County,Pennsylvania
Hibbs,Fayette County,Pennsylvania
Hidden Valley,Somerset County,Pennsylvania
Highspire,Dauphin County,Pennsylvania
Hiller,Fayette County,Pennsylvania
Hilliards,Butler County,Pennsylvania
Hillsdale,Indiana County,Pennsylvania
Hillsgrove,Sullivan County,Pennsylvania
Hillsville,Lawrence County,Pennsylvania
Hilltown,Bucks County,Pennsylvania
Hokendauqua,Lehigh County,Pennsylvania
Holbrook,Greene County,Pennsylvania
Holicong,Bucks County,Pennsylvania
Holland,Bucks County,Pennsylvania
Hollidaysburg,Blair County,Pennsylvania
Hollsopple,Somerset County,Pennsylvania
Holmes,Delaware County,Pennsylvania
Holtwood,Lancaster County,Pennsylvania
Home,Indiana County,Pennsylvania
Homer City,Indiana County,Pennsylvania
Homestead,Allegheny County,Pennsylvania
Honesdale,Wayne County,Pennsylvania
Honey Brook,Chester County,Pennsylvania
Honey Grove,Juniata County,Pennsylvania
Hookstown,Beaver County,Pennsylvania
Hooversville,Somerset County,Pennsylvania
Hop Bottom,Susquehanna County,Pennsylvania
Hopeland,Lancaster County,Pennsylvania
Hopewell,Bedford County,Pennsylvania
Hopwood,Fayette County,Pennsylvania
Horsham,Montgomery County,Pennsylvania
Hostetter,Westmoreland County,Pennsylvania
Houtzdale,Clearfield County,Pennsylvania
Howard,Centre County,Pennsylvania
Hughestown,Luzerne County,Pennsylvania
Hughesville,Lycoming County,Pennsylvania
Hulmeville,Bucks County,Pennsylvania
Hummelstown,Dauphin County,Pennsylvania
Hummels Wharf,Snyder County,Pennsylvania
Hunker,Westmoreland County,Pennsylvania
Hunlock Creek,Luzerne County,Pennsylvania
Huntingdon,Huntingdon County,Pennsylvania
Huntingdon Valley,Bucks County,Pennsylvania
Huntingdon Valley,Montgomery County,Pennsylvania
Huntington Mills,Luzerne County,Pennsylvania
Hustontown,Fulton County,Pennsylvania
Hutchinson,Westmoreland County,Pennsylvania
Hyde,Clearfield County,Pennsylvania
Hyde Park,Westmoreland County,Pennsylvania
Hydetown,Crawford County,Pennsylvania
Hyndman,Bedford County,Pennsylvania
Ickesburg,Perry County,Pennsylvania
Idaville,Adams County,Pennsylvania
Imler,Bedford County,Pennsylvania
Immaculata,Chester County,Pennsylvania
Imperial,Allegheny County,Pennsylvania
Indiana,Indiana County,Pennsylvania
Indian Head,Fayette County,Pennsylvania
Indianola,Allegheny County,Pennsylvania
Industry,Beaver County,Pennsylvania
Ingomar,Allegheny County,Pennsylvania
Intercourse,Lancaster County,Pennsylvania
Irvine,Warren County,Pennsylvania
Irvona,Clearfield County,Pennsylvania
Irwin,Westmoreland County,Pennsylvania
Isabella,Fayette County,Pennsylvania
Ivyland,Bucks County,Pennsylvania
Jackson,Susquehanna County,Pennsylvania
Jackson Center,Mercer County,Pennsylvania
Jacksonville,Indiana County,Pennsylvania
Jacobs Creek,Westmoreland County,Pennsylvania
Jacobus,York County,Pennsylvania
James City,Elk County,Pennsylvania
James Creek,Huntingdon County,Pennsylvania
Jamestown,Mercer County,Pennsylvania
Jamestown,Crawford County,Pennsylvania
Jamison,Bucks County,Pennsylvania
Jeannette,Westmoreland County,Pennsylvania
Jefferson,Greene County,Pennsylvania
Jefferson Hills,Allegheny County,Pennsylvania
Jenkintown,Montgomery County,Pennsylvania
Jenners,Somerset County,Pennsylvania
Jennerstown,Somerset County,Pennsylvania
Jermyn,Lackawanna County,Pennsylvania
Jerome,Somerset County,Pennsylvania
Jersey Mills,Lycoming County,Pennsylvania
Jersey Shore,Clinton County,Pennsylvania
Jersey Shore,Lycoming County,Pennsylvania
Jessup,Lackawanna County,Pennsylvania
Jim Thorpe,Carbon County,Pennsylvania
Johnsonburg,Elk County,Pennsylvania
Johnstown,Somerset County,Pennsylvania
Johnstown,Cambria County,Pennsylvania
Jones Mills,Westmoreland County,Pennsylvania
Jonestown,Lebanon County,Pennsylvania
Josephine,Indiana County,Pennsylvania
Julian,Centre County,Pennsylvania
Junedale,Carbon County,Pennsylvania
Kane,Mckean County,Pennsylvania
Kantner,Somerset County,Pennsylvania
Karns City,Butler County,Pennsylvania
Karthaus,Clearfield County,Pennsylvania
Keisterville,Fayette County,Pennsylvania
Kelayres,Schuylkill County,Pennsylvania
Kelton,Chester County,Pennsylvania
Kemblesville,Chester County,Pennsylvania
Kempton,Berks County,Pennsylvania
Kempton,Lehigh County,Pennsylvania
Kennerdell,Venango County,Pennsylvania
Kennett Square,Chester County,Pennsylvania
Kent,Indiana County,Pennsylvania
Kersey,Elk County,Pennsylvania
Kimberton,Chester County,Pennsylvania
King Of Prussia,Montgomery County,Pennsylvania
Kingsley,Susquehanna County,Pennsylvania
Kingston,Luzerne County,Pennsylvania
Kintnersville,Bucks County,Pennsylvania
Kinzers,Lancaster County,Pennsylvania
Kirkwood,Lancaster County,Pennsylvania
Kittanning,Armstrong County,Pennsylvania
Kleinfeltersville,Lebanon County,Pennsylvania
Klingerstown,Schuylkill County,Pennsylvania
Knox,Clarion County,Pennsylvania
Knox Dale,Jefferson County,Pennsylvania
Knoxville,Tioga County,Pennsylvania
Koppel,Beaver County,Pennsylvania
Kossuth,Clarion County,Pennsylvania
Kreamer,Snyder County,Pennsylvania
Kresgeville,Monroe County,Pennsylvania
Kresgeville,Carbon County,Pennsylvania
Kulpmont,Northumberland County,Pennsylvania
Kulpsville,Montgomery County,Pennsylvania
Kunkletown,Monroe County,Pennsylvania
Kutztown,Berks County,Pennsylvania
Kylertown,Clearfield County,Pennsylvania
La Belle,Fayette County,Pennsylvania
Laceyville,Wyoming County,Pennsylvania
Lackawaxen,Pike County,Pennsylvania
Lafayette Hill,Montgomery County,Pennsylvania
Lahaska,Bucks County,Pennsylvania
Lairdsville,Lycoming County,Pennsylvania
La Jose,Clearfield County,Pennsylvania
Lake Ariel,Wayne County,Pennsylvania
Lake City,Erie County,Pennsylvania
Lake Como,Wayne County,Pennsylvania
Lake Harmony,Carbon County,Pennsylvania
Lake Lynn,Fayette County,Pennsylvania
Lakeville,Wayne County,Pennsylvania
Lake Winola,Wyoming County,Pennsylvania
Lakewood,Wayne County,Pennsylvania
Lamar,Clinton County,Pennsylvania
Lamartine,Clarion County,Pennsylvania
Lampeter,Lancaster County,Pennsylvania
Lancaster,Lancaster County,Pennsylvania
Landenberg,Chester County,Pennsylvania
Landingville,Schuylkill County,Pennsylvania
Landisburg,Perry County,Pennsylvania
Landisville,Lancaster County,Pennsylvania
Lanesboro,Susquehanna County,Pennsylvania
Langhorne,Bucks County,Pennsylvania
Lansdale,Montgomery County,Pennsylvania
Lansdowne,Delaware County,Pennsylvania
Lanse,Clearfield County,Pennsylvania
Lansford,Carbon County,Pennsylvania
La Plume,Lackawanna County,Pennsylvania
Laporte,Sullivan County,Pennsylvania
Larimer,Westmoreland County,Pennsylvania
Larksville,Luzerne County,Pennsylvania
Latrobe,Westmoreland County,Pennsylvania
Lattimer,Luzerne County,Pennsylvania
Lattimer Mines,Luzerne County,Pennsylvania
Laughlintown,Westmoreland County,Pennsylvania
Laureldale,Berks County,Pennsylvania
Laurelton,Union County,Pennsylvania
Laurys Station,Lehigh County,Pennsylvania
Lavelle,Schuylkill County,Pennsylvania
Lawn,Lebanon County,Pennsylvania
Lawrenceville,Tioga County,Pennsylvania
Lawton,Susquehanna County,Pennsylvania
Lebanon,Lebanon County,Pennsylvania
Leck Kill,Northumberland County,Pennsylvania
Leckrone,Fayette County,Pennsylvania
Lecontes Mills,Clearfield County,Pennsylvania
Lederach,Montgomery County,Pennsylvania
Leechburg,Westmoreland County,Pennsylvania
Leechburg,Armstrong County,Pennsylvania
Leeper,Clarion County,Pennsylvania
Leesport,Berks County,Pennsylvania
Leetsdale,Allegheny County,Pennsylvania
Lehighton,Carbon County,Pennsylvania
Lehigh Valley,Northampton County,Pennsylvania
Lehman,Luzerne County,Pennsylvania
Leisenring,Fayette County,Pennsylvania
Lemasters,Franklin County,Pennsylvania
Lemont,Centre County,Pennsylvania
Lemont Furnace,Fayette County,Pennsylvania
Lemoyne,Cumberland County,Pennsylvania
Lenhartsville,Berks County,Pennsylvania
Lenni,Delaware County,Pennsylvania
Lenox,Susquehanna County,Pennsylvania
Lenoxville,Susquehanna County,Pennsylvania
Leola,Lancaster County,Pennsylvania
Le Raysville,Bradford County,Pennsylvania
Levittown,Bucks County,Pennsylvania
Lewisberry,York County,Pennsylvania
Lewisburg,Union County,Pennsylvania
Lewis Run,Mckean County,Pennsylvania
Lewistown,Mifflin County,Pennsylvania
Lewisville,Chester County,Pennsylvania
Liberty,Tioga County,Pennsylvania
Lickingville,Clarion County,Pennsylvania
Lightstreet,Columbia County,Pennsylvania
Ligonier,Westmoreland County,Pennsylvania
Lilly,Cambria County,Pennsylvania
Lima,Delaware County,Pennsylvania
Limekiln,Berks County,Pennsylvania
Limeport,Lehigh County,Pennsylvania
Limerick,Montgomery County,Pennsylvania
Limestone,Clarion County,Pennsylvania
Lincoln University,Chester County,Pennsylvania
Linden,Lycoming County,Pennsylvania
Line Lexington,Bucks County,Pennsylvania
Linesville,Crawford County,Pennsylvania
Linglestown,Dauphin County,Pennsylvania
Linwood,Delaware County,Pennsylvania
Lionville,Chester County,Pennsylvania
Listie,Somerset County,Pennsylvania
Lititz,Lancaster County,Pennsylvania
Little Meadows,Susquehanna County,Pennsylvania
Littlestown,Adams County,Pennsylvania
Liverpool,Perry County,Pennsylvania
Llewellyn,Schuylkill County,Pennsylvania
Lock Haven,Clinton County,Pennsylvania
Lock Haven,Lycoming County,Pennsylvania
Locustdale,Schuylkill County,Pennsylvania
Locust Gap,Northumberland County,Pennsylvania
Loganton,Clinton County,Pennsylvania
Loganville,York County,Pennsylvania
Long Pond,Monroe County,Pennsylvania
Lopez,Sullivan County,Pennsylvania
Loretto,Cambria County,Pennsylvania
Lost Creek,Schuylkill County,Pennsylvania
Lowber,Westmoreland County,Pennsylvania
Lower Burrell,Westmoreland County,Pennsylvania
Loyalhanna,Westmoreland County,Pennsylvania
Loysburg,Bedford County,Pennsylvania
Loysville,Perry County,Pennsylvania
Lucernemines,Indiana County,Pennsylvania
Lucerne Mines,Indiana County,Pennsylvania
Lucinda,Clarion County,Pennsylvania
Ludlow,Mckean County,Pennsylvania
Lumberville,Bucks County,Pennsylvania
Lurgan,Franklin County,Pennsylvania
Luthersburg,Clearfield County,Pennsylvania
Luxor,Westmoreland County,Pennsylvania
Luzerne,Luzerne County,Pennsylvania
Lykens,Dauphin County,Pennsylvania
Lyndell,Chester County,Pennsylvania
Lyndora,Butler County,Pennsylvania
Lyons,Berks County,Pennsylvania
Lyon Station,Berks County,Pennsylvania
Mackeyville,Clinton County,Pennsylvania
Macungie,Lehigh County,Pennsylvania
Madera,Clearfield County,Pennsylvania
Madison,Westmoreland County,Pennsylvania
Madisonburg,Centre County,Pennsylvania
Mahaffey,Clearfield County,Pennsylvania
Mahanoy City,Schuylkill County,Pennsylvania
Mahanoy Plane,Schuylkill County,Pennsylvania
Mainesburg,Tioga County,Pennsylvania
Mainland,Montgomery County,Pennsylvania
Malvern,Chester County,Pennsylvania
Mammoth,Westmoreland County,Pennsylvania
Manchester,York County,Pennsylvania
Manheim,Lancaster County,Pennsylvania
Manns Choice,Bedford County,Pennsylvania
Manor,Westmoreland County,Pennsylvania
Manorville,Armstrong County,Pennsylvania
Mansfield,Tioga County,Pennsylvania
Maple Glen,Montgomery County,Pennsylvania
Mapleton,Huntingdon County,Pennsylvania
Mapleton Depot,Huntingdon County,Pennsylvania
Marble,Clarion County,Pennsylvania
Marchand,Indiana County,Pennsylvania
Marcus Hook,Delaware County,Pennsylvania
Marienville,Forest County,Pennsylvania
Marietta,Lancaster County,Pennsylvania
Marion,Franklin County,Pennsylvania
Marion Center,Indiana County,Pennsylvania
Marion Heights,Northumberland County,Pennsylvania
Markleton,Somerset County,Pennsylvania
Markleysburg,Fayette County,Pennsylvania
Marlin,Schuylkill County,Pennsylvania
Mar Lin,Schuylkill County,Pennsylvania
Mars,Butler County,Pennsylvania
Marshalls Creek,Monroe County,Pennsylvania
Marsteller,Cambria County,Pennsylvania
Martin,Fayette County,Pennsylvania
Martindale,Lancaster County,Pennsylvania
Martinsburg,Blair County,Pennsylvania
Martinsburg,Bedford County,Pennsylvania
Martins Creek,Northampton County,Pennsylvania
Maryd,Schuylkill County,Pennsylvania
Mary D,Schuylkill County,Pennsylvania
Marysville,Perry County,Pennsylvania
Masontown,Fayette County,Pennsylvania
Matamoras,Pike County,Pennsylvania
Mather,Greene County,Pennsylvania
Mattawana,Mifflin County,Pennsylvania
Maxatawny,Berks County,Pennsylvania
Mayfield,Lackawanna County,Pennsylvania
Mayport,Clarion County,Pennsylvania
Maytown,Lancaster County,Pennsylvania
Mcadoo,Schuylkill County,Pennsylvania
McAlisterville,Juniata County,Pennsylvania
Mc Alisterville,Juniata County,Pennsylvania
McCandless,Allegheny County,Pennsylvania
McClellandtown,Fayette County,Pennsylvania
Mc Clellandtown,Fayette County,Pennsylvania
McClure,Snyder County,Pennsylvania
Mc Clure,Mifflin County,Pennsylvania
McConnellsburg,Fulton County,Pennsylvania
Mc Connellsburg,Fulton County,Pennsylvania
McConnellstown,Huntingdon County,Pennsylvania
Mc Connellstown,Huntingdon County,Pennsylvania
McDonald,Allegheny County,Pennsylvania
McElhattan,Clinton County,Pennsylvania
Mc Elhattan,Clinton County,Pennsylvania
McEwensville,Northumberland County,Pennsylvania
Mc Ewensville,Northumberland County,Pennsylvania
Mcgees Mills,Clearfield County,Pennsylvania
McGrann,Armstrong County,Pennsylvania
Mc Grann,Armstrong County,Pennsylvania
Mc Intyre,Indiana County,Pennsylvania
McKean,Erie County,Pennsylvania
McKean,Mckean County,Pennsylvania
Mc Kean,Erie County,Pennsylvania
Mckeesport,Allegheny County,Pennsylvania
Mc Kees Rocks,Allegheny County,Pennsylvania
McKees Rocks,Allegheny County,Pennsylvania
Mc Knightstown,Adams County,Pennsylvania
McSherrystown,Adams County,Pennsylvania
Mc Sherrystown,Adams County,Pennsylvania
McVeytown,Mifflin County,Pennsylvania
Mc Veytown,Mifflin County,Pennsylvania
Meadowbrook,Montgomery County,Pennsylvania
Meadville,Crawford County,Pennsylvania
Mechanicsburg,Cumberland County,Pennsylvania
Mechanicsburg,York County,Pennsylvania
Mechanicsville,Bucks County,Pennsylvania
Media,Delaware County,Pennsylvania
Mehoopany,Wyoming County,Pennsylvania
Melcroft,Fayette County,Pennsylvania
Melrose Park,Montgomery County,Pennsylvania
Mendenhall,Chester County,Pennsylvania
Mentcle,Indiana County,Pennsylvania
Mercer,Mercer County,Pennsylvania
Mercersburg,Franklin County,Pennsylvania
Meridian,Butler County,Pennsylvania
Merion Station,Montgomery County,Pennsylvania
Merrittstown,Fayette County,Pennsylvania
Mertztown,Berks County,Pennsylvania
Meshoppen,Wyoming County,Pennsylvania
Meshoppen,Susquehanna County,Pennsylvania
Mexico,Juniata County,Pennsylvania
Meyersdale,Somerset County,Pennsylvania
Middleburg,Snyder County,Pennsylvania
Middlebury Center,Tioga County,Pennsylvania
Middleport,Schuylkill County,Pennsylvania
Middletown,Dauphin County,Pennsylvania
Midland,Beaver County,Pennsylvania
Mifflin,Juniata County,Pennsylvania
Mifflinburg,Union County,Pennsylvania
Mifflintown,Juniata County,Pennsylvania
Mifflinville,Columbia County,Pennsylvania
Milan,Bradford County,Pennsylvania
Milanville,Wayne County,Pennsylvania
Mildred,Sullivan County,Pennsylvania
Milesburg,Centre County,Pennsylvania
Milford,Pike County,Pennsylvania
Milford Square,Bucks County,Pennsylvania
Millbourne,Delaware County,Pennsylvania
Mill Creek,Huntingdon County,Pennsylvania
Millersburg,Dauphin County,Pennsylvania
Millerstown,Perry County,Pennsylvania
Millersville,Lancaster County,Pennsylvania
Millerton,Tioga County,Pennsylvania
Mill Hall,Clinton County,Pennsylvania
Millheim,Centre County,Pennsylvania
Millmont,Union County,Pennsylvania
Millrift,Pike County,Pennsylvania
Mill Run,Fayette County,Pennsylvania
